priority,document_id,document_title,document_type,business_area,plant,owner_id,status,rule_id,rule_name,issue_description,recommended_action,target_resolution_days,data_quality_score,risk_category
High,DOC-10584,Standard Operating Procedure - DOC-10584,SOP,Engineering,QRO-01,OWN-036,Draft,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk
High,DOC-10610,Operational Work Instruction - DOC-10610,Work Instruction,Engineering,CHI-01,OWN-030,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10640,Operational Work Instruction - DOC-10640,Work Instruction,Compliance,MTY-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk
High,DOC-10670,Quality Inspection Record - DOC-10670,Quality Record,Finance,MTY-01,OWN-041,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk
High,DOC-10696,Standard Operating Procedure - DOC-10696,SOP,Finance,ELP-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10721,Quality Inspection Record - DOC-10721,Quality Record,Quality,QRO-01,OWN-050,Pending Approval,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10727,Regulatory Compliance Document - DOC-10727,Compliance Document,Operations,CHI-02,,Draft,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk
High,DOC-10749,Operational Work Instruction - DOC-10749,Work Instruction,Program Management,CHI-02,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk
High,DOC-10769,Operational Work Instruction - DOC-10769,Work Instruction,Program Management,CHI-02,OWN-030,Expired,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10787,Quality Inspection Record - DOC-10787,Quality Record,Quality,MTY-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10789,Operational Work Instruction - DOC-10789,Work Instruction,Supply Chain,CHI-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk
High,DOC-10804,Non-Disclosure Agreement - DOC-10804,NDA,Operations,ELP-01,OWN-049,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk
High,DOC-10805,Quality Inspection Record - DOC-10805,Quality Record,Supply Chain,ELP-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10815,Regulatory Compliance Document - DOC-10815,Compliance Document,Supply Chain,CHI-02,OWN-027,Draft,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10820,Quality Inspection Record - DOC-10820,Quality Record,Engineering,MTY-01,OWN-031,Draft,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk
High,DOC-10876,Operational Work Instruction - DOC-10876,Work Instruction,Compliance,CHI-02,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10877,Operational Work Instruction - DOC-10877,Work Instruction,Program Management,ELP-01,OWN-019,Draft,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10952,Operational Work Instruction - DOC-10952,Work Instruction,Quality,ELP-01,OWN-020,Draft,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk
High,DOC-10995,Quality Inspection Record - DOC-10995,Quality Record,Engineering,CHI-02,OWN-019,Pending Approval,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10191,Operational Work Instruction - DOC-10191,Work Instruction,Quality,,OWN-037,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,75,Low Risk
High,DOC-10321,Service Contract Agreement - DOC-10321,Contract,Supply Chain,,OWN-039,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,75,Low Risk
High,DOC-10489,Operational Work Instruction - DOC-10489,Work Instruction,Quality,,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,75,Low Risk
High,DOC-10642,Regulatory Compliance Document - DOC-10642,Compliance Document,,CHI-01,OWN-002,Pending Approval,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,75,Low Risk
High,DOC-10828,Operational Work Instruction - DOC-10828,Work Instruction,Finance,,OWN-012,Pending Approval,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,75,Low Risk
High,DOC-10001,Non-Disclosure Agreement - DOC-10001,NDA,Operations,CHI-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10005,Service Contract Agreement - DOC-10005,Contract,Finance,QRO-01,OWN-043,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,80,Low Risk
High,DOC-10031,Non-Disclosure Agreement - DOC-10031,NDA,Program Management,MTY-01,OWN-043,Obsolete,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,80,Low Risk
High,DOC-10062,Service Contract Agreement - DOC-10062,Contract,Compliance,CHI-01,OWN-017,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,80,Low Risk
High,DOC-10063,Standard Operating Procedure - DOC-10063,SOP,Engineering,QRO-01,OWN-019,Obsolete,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10067,Non-Disclosure Agreement - DOC-10067,NDA,Compliance,CHI-02,OWN-009,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,80,Low Risk
High,DOC-10068,Operational Work Instruction - DOC-10068,Work Instruction,Compliance,ELP-01,,Expired,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,80,Low Risk
High,DOC-10093,Regulatory Compliance Document - DOC-10093,Compliance Document,Supply Chain,QRO-01,OWN-044,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,80,Low Risk
High,DOC-10111,Standard Operating Procedure - DOC-10111,SOP,Program Management,QRO-01,OWN-024,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,80,Low Risk
High,DOC-10132,Quality Inspection Record - DOC-10132,Quality Record,Operations,CHI-01,OWN-027,Pending Approval,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10138,Operational Work Instruction - DOC-10138,Work Instruction,Finance,CHI-01,,Expired,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,80,Low Risk
High,DOC-10147,Regulatory Compliance Document - DOC-10147,Compliance Document,Compliance,ELP-01,,Expired,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,80,Low Risk
High,DOC-10173,Service Contract Agreement - DOC-10173,Contract,Program Management,MTY-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10198,Regulatory Compliance Document - DOC-10198,Compliance Document,Finance,QRO-01,,Expired,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,80,Low Risk
High,DOC-10206,Standard Operating Procedure - DOC-10206,SOP,Operations,MTY-01,,Obsolete,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,80,Low Risk
High,DOC-10213,Standard Operating Procedure - DOC-10213,SOP,Supply Chain,CHI-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10221,Service Contract Agreement - DOC-10221,Contract,Engineering,MTY-01,OWN-030,Obsolete,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10226,Operational Work Instruction - DOC-10226,Work Instruction,Finance,CHI-02,OWN-018,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,80,Low Risk
High,DOC-10234,Regulatory Compliance Document - DOC-10234,Compliance Document,Compliance,QRO-01,OWN-025,Pending Approval,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,80,Low Risk
High,DOC-10262,Operational Work Instruction - DOC-10262,Work Instruction,Supply Chain,MTY-01,OWN-030,Obsolete,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10268,Standard Operating Procedure - DOC-10268,SOP,Finance,QRO-01,OWN-002,Pending Approval,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10273,Non-Disclosure Agreement - DOC-10273,NDA,Quality,MTY-01,,Expired,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,80,Low Risk
High,DOC-10292,Service Contract Agreement - DOC-10292,Contract,Program Management,ELP-01,OWN-019,Obsolete,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10296,Non-Disclosure Agreement - DOC-10296,NDA,Supply Chain,ELP-01,,Obsolete,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,80,Low Risk
High,DOC-10327,Operational Work Instruction - DOC-10327,Work Instruction,Operations,CHI-02,OWN-037,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,80,Low Risk
High,DOC-10342,Operational Work Instruction - DOC-10342,Work Instruction,Program Management,CHI-02,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
High,DOC-10345,Standard Operating Procedure - DOC-10345,SOP,Finance,QRO-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,80,Low Risk
